"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","sig"
"CASC10",351.866356307391,-0.349426178387195,0.676937926918919,-0.516186439689688,0.605724200284602,0.846698377874325,"Not Sig"
"CASC3",6180.33801607531,0.245571017672139,0.115954312472636,2.11782565422128,0.0341898358201288,0.234806231386603,"Not Sig"
"CASC4",10022.259363337,-0.0279632888138466,0.283485291542229,-0.0986410570429229,0.921423270160799,0.97677239635941,"Not Sig"
"CASD1",2277.00258586579,0.0516729985061346,0.17687555901576,0.292143237842886,0.770177108894677,0.922616337501838,"Not Sig"
"CASK",3056.21878378868,-0.474965032937372,0.300431327700268,-1.58094376033658,0.113890897390148,0.428029255087474,"Not Sig"
"CASKIN1",122.679462654696,-0.484990045359084,0.554822096568731,-0.874136139058773,0.38204411871,0.713113365238039,"Not Sig"
"CASKIN2",1767.86361218445,0.435718752890646,0.374951521608306,1.16206690140018,0.245208290741337,0.599823522733788,"Not Sig"
"CASP1",1487.30877831831,-0.235911217959943,0.357182663396782,-0.660477795076736,0.508947263402369,0.79345052316543,"Not Sig"
"CASP10",987.033936741871,0.350655101718799,0.387649174290544,0.904568163625141,0.36569420779021,0.700633974714086,"Not Sig"
"CASP14",1.01583928519289,-0.626377033641748,1.90673915700451,-0.328506933599553,0.742528402667093,0.910326778031266,"Not Sig"
"CASP2",2257.12725874832,0.0358639873353076,0.28988598023299,0.12371756407979,0.901538904378823,0.970144797038764,"Not Sig"
"CASP3",1903.66201659752,0.141091680411096,0.365911929357225,0.385589178956103,0.699800948586615,0.893199546528115,"Not Sig"
